anon_polygon_id,start,end,duration_days,severity,min_zscore,mean_zscore,cause,cause_confidence,climatology_source,explanation
AOI-0033,2025-04-05,2025-06-02,59,suppression,-1.97,-1.39,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0034,2025-04-05,2025-06-20,77,suppression,-1.43,-1.16,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0035,2025-04-05,2025-06-22,79,suppression,-1.47,-1.18,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0035,2025-08-19,2025-08-24,6,suppression,-1.17,-1.03,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0040,2025-07-31,2025-08-08,9,suppression,-1.15,-1.08,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0040,2025-09-22,2025-10-05,14,suppression,-1.11,-0.97,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0041,2025-06-10,2025-06-17,8,suppression,-1.25,-1.03,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0042,2025-04-05,2025-06-12,69,suppression,-1.39,-1.18,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0043,2025-04-15,2025-06-15,62,suppression,-1.27,-1.07,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0043,2025-07-31,2025-08-05,6,critical,-2.08,-1.52,abrupt,0.42,crop,"Резкое падение индекса на 2.1 стандартных отклонения за декаду. Похоже на одномоментное событие: уборку, потраву или механическое повреждение посева. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0044,2011-04-15,2011-06-02,49,suppression,-1.3,-1.06,non_weather,0.5,polygon,"Осадков 55 мм при норме 55 мм (100 процентов), температура отличается от нормы на -1.2 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 49 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0044,2012-09-18,2012-10-03,16,suppression,-1.24,-1.12,drought,0.85,polygon,"Осадков за 30 дней выпало 2 мм при норме 34 мм, это 5 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 4.0 градуса."
AOI-0044,2014-05-26,2014-06-07,13,suppression,-1.09,-1.03,heat,0.6,polygon,Средняя температура за период выше нормы на 2.7 градуса при достаточном увлажнении. Вероятен температурный стресс.
AOI-0044,2017-04-26,2017-05-06,11,suppression,-1.24,-1.15,non_weather,0.5,polygon,"Осадков 43 мм при норме 36 мм (122 процентов), температура отличается от нормы на 0.5 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 11 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0044,2017-05-26,2017-06-07,13,suppression,-1.22,-1.1,non_weather,0.35,polygon,"Осадков 53 мм при норме 55 мм (98 процентов), температура отличается от нормы на -2.0 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -2.0 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0044,2020-04-27,2020-06-17,52,suppression,-1.42,-1.16,non_weather,0.35,polygon,"Осадков 74 мм при норме 45 мм (163 процентов), температура отличается от нормы на -1.0 градуса. Ни один погодный порог не превышен, хотя осадков заметно больше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0044,2020-07-03,2020-08-09,38,suppression,-1.58,-1.13,non_weather,0.35,polygon,"Осадков 16 мм при норме 26 мм (61 процентов), температура отличается от нормы на 0.3 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0044,2020-09-22,2020-10-02,11,suppression,-1.27,-0.87,drought,0.85,polygon,"Осадков за 30 дней выпало 3 мм при норме 34 мм, это 10 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 2.8 градуса."
AOI-0044,2020-10-24,2020-10-29,6,suppression,-1.1,-1.07,heat,0.6,polygon,Средняя температура за период выше нормы на 3.9 градуса при достаточном увлажнении. Вероятен температурный стресс.
AOI-0044,2023-04-27,2023-05-21,25,suppression,-1.53,-1.14,non_weather,0.35,polygon,"Осадков 43 мм при норме 47 мм (93 процентов), температура отличается от нормы на -1.8 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -1.8 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0044,2023-06-02,2023-06-27,26,suppression,-1.62,-1.1,excess_water,0.55,polygon,Осадков выпало в 2.4 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0044,2024-07-23,2024-08-25,34,suppression,-1.61,-1.19,drought,0.7,polygon,"Осадков за 30 дней выпало 6 мм при норме 16 мм, это 37 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0044,2024-09-13,2024-09-26,14,suppression,-1.08,-0.84,drought,0.85,polygon,"Осадков за 30 дней выпало 1 мм при норме 33 мм, это 2 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 2.7 градуса."
AOI-0044,2025-04-15,2025-06-25,72,critical,-2.09,-1.41,non_weather,0.5,polygon,"Осадков 45 мм при норме 40 мм (113 процентов), температура отличается от нормы на -0.5 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 72 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0045,2025-04-15,2025-06-11,58,suppression,-1.36,-1.1,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0046,2010-05-15,2010-05-22,8,suppression,-1.17,-1.1,excess_water,0.55,polygon,Осадков выпало в 2.4 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0046,2010-06-11,2010-06-28,18,suppression,-1.55,-1.36,drought,0.7,polygon,"Осадков за 30 дней выпало 15 мм при норме 44 мм, это 34 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0046,2011-04-19,2011-04-28,10,suppression,-1.07,-0.93,non_weather,0.35,polygon,"Осадков 30 мм при норме 38 мм (79 процентов), температура отличается от нормы на -2.4 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -2.4 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0046,2011-06-01,2011-06-23,23,suppression,-1.15,-0.98,non_weather,0.5,polygon,"Осадков 50 мм при норме 44 мм (116 процентов), температура отличается от нормы на -0.7 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 23 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0046,2015-04-01,2015-04-06,6,suppression,-1.13,-1.1,cold,0.65,polygon,"Средняя температура за период всего 5.7 градуса, это на 3.0 ниже нормы. Похолодание пришлось на фазу активного роста (день года 91): набор биомассы приостановился. Такое угнетение обычно обратимо, но сдвигает развитие на одну-две недели."
AOI-0046,2015-05-03,2015-06-05,34,suppression,-1.55,-1.18,non_weather,0.5,polygon,"Осадков 59 мм при норме 60 мм (98 процентов), температура отличается от нормы на -0.5 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 34 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0046,2018-04-01,2018-04-15,15,suppression,-1.17,-1.1,drought,0.7,polygon,"Осадков за 30 дней выпало 3 мм при норме 22 мм, это 12 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0046,2018-04-27,2018-07-06,71,suppression,-1.95,-1.46,drought,0.7,polygon,"Осадков за 30 дней выпало 13 мм при норме 40 мм, это 32 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0046,2020-07-01,2020-09-05,67,critical,-2.13,-1.18,drought,0.7,polygon,"Осадков за 30 дней выпало 1 мм при норме 21 мм, это 7 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0046,2020-10-07,2020-10-29,23,suppression,-1.25,-1.01,heat,0.6,polygon,Средняя температура за период выше нормы на 4.6 градуса при достаточном увлажнении. Вероятен температурный стресс.
AOI-0046,2021-04-01,2021-04-06,6,suppression,-1.18,-1.13,cold,0.4,polygon,"Средняя температура за период всего 7.4 градуса. Похолодание пришлось на фазу активного роста (день года 91): набор биомассы приостановился. Такое угнетение обычно обратимо, но сдвигает развитие на одну-две недели."
AOI-0046,2022-04-01,2022-04-07,7,suppression,-1.22,-1.17,non_weather,0.35,polygon,"Осадков 6 мм при норме 9 мм (69 процентов), температура отличается от нормы на 2.5 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы, температура отклонена от нормы на 2.5 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0046,2022-05-07,2022-07-04,59,suppression,-1.65,-1.25,drought,0.7,polygon,"Осадков за 30 дней выпало 10 мм при норме 42 мм, это 23 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0046,2024-07-10,2024-08-04,26,suppression,-1.37,-1.1,drought,0.7,polygon,"Осадков за 30 дней выпало 6 мм при норме 35 мм, это 16 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0046,2025-04-19,2025-05-29,41,suppression,-1.83,-1.21,non_weather,0.5,polygon,"Осадков 39 мм при норме 53 мм (73 процентов), температура отличается от нормы на -0.1 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 41 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0047,2025-06-10,2025-07-05,26,suppression,-1.28,-1.1,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0047,2025-09-03,2025-09-13,11,suppression,-1.49,-1.11,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0048,2025-09-03,2025-09-10,8,suppression,-1.17,-1.1,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0048,2025-10-08,2025-10-19,12,suppression,-1.08,-0.96,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0049,2025-09-01,2025-09-08,8,suppression,-1.05,-0.91,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0050,2025-06-01,2025-06-16,16,suppression,-1.52,-1.32,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0051,2011-04-01,2011-05-01,31,suppression,-1.86,-1.44,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2011-05-26,2011-06-01,7,suppression,-1.56,-1.33,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2012-04-01,2012-04-07,7,suppression,-1.45,-1.28,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2015-04-07,2015-04-29,23,suppression,-1.47,-1.14,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2017-04-16,2017-06-06,52,suppression,-1.88,-1.23,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2018-06-13,2018-07-10,28,suppression,-1.66,-1.3,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2019-06-07,2019-07-20,44,critical,-2.09,-1.35,abrupt,0.6,polygon,"Резкое падение индекса на 2.1 стандартных отклонения за декаду. Похоже на одномоментное событие: уборку, потраву или механическое повреждение посева."
AOI-0051,2019-09-16,2019-09-29,14,critical,-2.79,-2.13,abrupt,0.6,polygon,"Резкое падение индекса на 2.7 стандартных отклонения за декаду. Похоже на одномоментное событие: уборку, потраву или механическое повреждение посева."
AOI-0051,2019-10-26,2019-10-31,6,critical,-2.75,-2.24,abrupt,0.6,polygon,"Резкое падение индекса на 2.5 стандартных отклонения за декаду. Похоже на одномоментное событие: уборку, потраву или механическое повреждение посева."
AOI-0051,2020-04-10,2020-04-30,21,suppression,-1.41,-0.98,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2020-09-21,2020-10-07,17,suppression,-1.54,-1.14,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2020-10-25,2020-10-31,7,suppression,-1.32,-1.27,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2021-04-02,2021-04-07,6,suppression,-1.24,-1.11,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2021-07-20,2021-08-03,15,suppression,-1.15,-0.98,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2022-05-05,2022-06-02,29,critical,-2.57,-2.12,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2023-08-07,2023-08-13,7,suppression,-1.29,-0.99,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2024-05-04,2024-05-25,22,suppression,-1.17,-0.96,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0051,2025-07-05,2025-09-21,79,critical,-2.02,-1.56,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0052,2025-04-24,2025-05-22,29,suppression,-1.6,-1.28,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0053,2025-07-13,2025-07-18,6,suppression,-1.06,-1.04,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0053,2025-09-08,2025-09-13,6,suppression,-1.14,-1.09,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0056,2025-06-10,2025-06-18,9,suppression,-1.3,-1.16,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0058,2010-04-06,2010-05-08,33,critical,-2.15,-1.9,non_weather,0.5,polygon,"Осадков 37 мм при норме 52 мм (70 процентов), температура отличается от нормы на -0.8 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 33 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2013-04-09,2013-05-30,52,suppression,-1.95,-1.58,non_weather,0.35,polygon,"Осадков 43 мм при норме 64 мм (67 процентов), температура отличается от нормы на 1.9 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы, температура отклонена от нормы на 1.9 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2014-06-27,2014-07-09,13,suppression,-1.75,-1.44,non_weather,0.35,polygon,"Осадков 69 мм при норме 48 мм (146 процентов), температура отличается от нормы на -2.0 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -2.0 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2015-04-03,2015-04-18,16,suppression,-1.44,-1.03,non_weather,0.35,polygon,"Осадков 53 мм при норме 28 мм (189 процентов), температура отличается от нормы на -1.6 градуса. Ни один погодный порог не превышен, хотя осадков заметно больше нормы, температура отклонена от нормы на -1.6 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2017-07-14,2017-08-05,23,suppression,-1.21,-0.98,non_weather,0.5,polygon,"Осадков 23 мм при норме 31 мм (74 процентов), температура отличается от нормы на 1.1 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 23 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2017-08-24,2017-08-30,7,suppression,-1.19,-1.12,drought,0.7,polygon,"Осадков за 30 дней выпало 8 мм при норме 19 мм, это 39 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0058,2017-09-18,2017-10-24,37,suppression,-1.84,-1.16,non_weather,0.35,polygon,"Осадков 22 мм при норме 39 мм (56 процентов), температура отличается от нормы на 0.6 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2019-06-17,2019-10-31,137,critical,-2.46,-1.38,harvest,0.7,polygon,"Индекс обвалился на 2.4 стандартных отклонения и после этого 137 дней держится на низком уровне. День года 168 попадает в характерное окно уборки для культуры «озимая пшеница» (159-234). Скорее всего, это уборка или скашивание, а не повреждение посева."
AOI-0058,2022-06-29,2022-08-09,42,suppression,-1.89,-1.37,excess_water,0.55,polygon,Осадков выпало в 2.4 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0058,2022-09-12,2022-10-27,46,suppression,-1.41,-1.15,non_weather,0.5,polygon,"Осадков 44 мм при норме 38 мм (115 процентов), температура отличается от нормы на 0.1 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 46 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2023-04-18,2023-05-10,23,suppression,-1.33,-1.03,excess_water,0.55,polygon,Осадков выпало в 2.6 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0058,2024-06-08,2024-07-26,49,critical,-2.22,-1.24,non_weather,0.35,polygon,"Осадков 39 мм при норме 36 мм (107 процентов), температура отличается от нормы на 2.5 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на 2.5 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2024-09-25,2024-10-08,14,suppression,-1.19,-0.97,drought,0.85,polygon,"Осадков за 30 дней выпало 5 мм при норме 35 мм, это 14 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 4.2 градуса."
AOI-0058,2025-05-05,2025-06-16,43,critical,-2.85,-2.22,non_weather,0.35,polygon,"Осадков 42 мм при норме 62 мм (68 процентов), температура отличается от нормы на 0.2 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0058,2025-08-16,2025-10-28,74,suppression,-1.76,-1.31,non_weather,0.35,polygon,"Осадков 60 мм при норме 36 мм (165 процентов), температура отличается от нормы на -0.4 градуса. Ни один погодный порог не превышен, хотя осадков заметно больше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0059,2010-04-06,2010-05-04,29,suppression,-1.47,-1.21,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2013-06-13,2013-07-05,23,suppression,-1.8,-1.42,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2015-04-12,2015-05-01,20,suppression,-1.33,-1.19,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2015-05-18,2015-05-23,6,suppression,-1.31,-1.21,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2017-10-08,2017-10-18,11,suppression,-1.42,-1.01,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2018-04-01,2018-05-20,50,critical,-2.0,-1.4,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2019-06-17,2019-07-21,35,suppression,-1.71,-1.19,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2020-04-01,2020-05-29,59,suppression,-1.98,-1.37,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2020-10-23,2020-10-31,9,suppression,-1.28,-1.17,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2022-04-02,2022-05-20,49,suppression,-1.88,-1.27,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2023-06-29,2023-07-06,8,suppression,-1.89,-1.43,abrupt,0.6,polygon,"Резкое падение индекса на 2.9 стандартных отклонения за декаду. Похоже на одномоментное событие: уборку, потраву или механическое повреждение посева."
AOI-0059,2024-04-09,2024-06-03,56,critical,-2.14,-1.48,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2024-09-21,2024-10-07,17,suppression,-1.06,-0.91,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0059,2025-06-02,2025-09-11,102,critical,-2.17,-1.26,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0060,2025-05-20,2025-05-30,11,suppression,-1.15,-1.05,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0061,2012-04-08,2012-04-14,7,suppression,-1.37,-1.22,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2014-06-27,2014-08-05,40,suppression,-1.28,-1.11,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2015-04-09,2015-04-15,7,suppression,-1.15,-1.09,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2015-05-04,2015-05-26,23,suppression,-1.76,-1.26,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2017-04-02,2017-06-08,68,critical,-3.39,-1.58,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
