anon_polygon_id,start,end,duration_days,severity,min_zscore,mean_zscore,cause,cause_confidence,climatology_source,explanation
AOI-0061,2018-06-26,2018-07-17,22,suppression,-1.54,-1.19,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2019-04-01,2019-05-24,54,suppression,-1.84,-1.46,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2020-09-05,2020-10-12,38,suppression,-1.47,-1.01,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2021-06-10,2021-08-03,55,critical,-2.96,-1.27,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2022-04-02,2022-05-20,49,critical,-2.14,-1.54,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2023-08-18,2023-08-25,8,suppression,-1.08,-1.01,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2024-05-16,2024-06-30,46,suppression,-1.62,-1.06,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2024-10-24,2024-10-31,8,suppression,-1.64,-1.42,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0061,2025-07-15,2025-08-17,34,suppression,-1.81,-1.34,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2010-07-20,2010-08-11,23,suppression,-1.12,-1.01,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2017-04-01,2017-05-02,32,suppression,-1.54,-1.24,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2018-06-17,2018-07-07,21,suppression,-1.26,-1.13,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2019-04-01,2019-06-06,67,suppression,-1.94,-1.3,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2020-06-26,2020-08-10,46,suppression,-1.52,-1.25,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2021-04-01,2021-06-17,78,critical,-2.88,-1.59,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2022-06-29,2022-07-10,12,suppression,-1.16,-1.09,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2022-10-12,2022-10-27,16,suppression,-1.2,-0.88,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2023-04-01,2023-05-17,47,suppression,-1.43,-1.08,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2023-08-13,2023-08-23,11,suppression,-1.23,-1.1,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2024-06-09,2024-08-24,77,suppression,-1.69,-1.26,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2024-09-06,2024-10-02,27,suppression,-1.45,-1.1,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2025-04-09,2025-04-16,8,suppression,-1.28,-1.17,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0062,2025-05-05,2025-05-24,20,suppression,-1.74,-1.25,unknown,0.2,polygon,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля."
AOI-0063,2025-04-15,2025-05-29,45,suppression,-1.7,-1.31,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0064,2025-08-04,2025-08-08,5,suppression,-1.39,-1.1,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0066,2025-04-15,2025-06-02,49,suppression,-1.8,-1.27,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0067,2010-06-16,2010-07-17,32,suppression,-1.46,-1.23,non_weather,0.5,polygon,"Осадков 29 мм при норме 31 мм (94 процентов), температура отличается от нормы на 1.1 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 32 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0067,2010-07-29,2010-09-10,44,suppression,-1.5,-1.21,non_weather,0.35,polygon,"Осадков 16 мм при норме 20 мм (77 процентов), температура отличается от нормы на 1.8 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на 1.8 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0067,2012-06-20,2012-10-25,128,suppression,-1.86,-1.48,drought,0.7,polygon,"Осадков за 30 дней выпало 17 мм при норме 36 мм, это 46 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0067,2014-06-18,2014-07-02,15,suppression,-1.26,-1.07,cold,0.55,polygon,"Средняя температура за период на 3.4 градуса ниже нормы. Похолодание пришлось на фазу активного роста (день года 169): набор биомассы приостановился. Такое угнетение обычно обратимо, но сдвигает развитие на одну-две недели."
AOI-0067,2014-07-24,2014-10-05,74,suppression,-1.45,-1.13,non_weather,0.5,polygon,"Осадков 29 мм при норме 36 мм (81 процентов), температура отличается от нормы на -0.0 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 74 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0067,2016-06-15,2016-07-15,31,suppression,-1.45,-1.18,non_weather,0.5,polygon,"Осадков 42 мм при норме 30 мм (141 процентов), температура отличается от нормы на 0.7 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 31 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0067,2016-09-03,2016-09-15,13,suppression,-1.21,-0.97,drought,0.7,polygon,"Осадков за 30 дней выпало 9 мм при норме 25 мм, это 36 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0067,2018-06-02,2018-09-22,113,suppression,-1.77,-1.28,non_weather,0.35,polygon,"Осадков 19 мм при норме 30 мм (65 процентов), температура отличается от нормы на 0.5 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0067,2019-07-04,2019-07-18,15,suppression,-1.27,-1.14,cold,0.35,polygon,"Температура за период на 3.3 градуса ниже нормы, но это конец сезона (день года 185). Для созревающего посева холод означает ускоренное естественное отмирание, а не угнетение. Отдельного вмешательства обычно не требует."
AOI-0067,2021-04-01,2021-04-19,19,critical,-2.26,-1.21,excess_water,0.55,polygon,Осадков выпало в 2.6 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0067,2021-07-15,2021-08-07,24,suppression,-1.36,-1.19,drought,0.85,polygon,"Осадков за 30 дней выпало 6 мм при норме 28 мм, это 21 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 2.7 градуса."
AOI-0067,2024-07-30,2024-10-18,81,suppression,-1.62,-1.22,drought,0.7,polygon,"Осадков за 30 дней выпало 10 мм при норме 37 мм, это 28 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0067,2025-04-27,2025-05-01,5,suppression,-1.09,-1.02,cold,0.55,polygon,"Средняя температура за период на 4.6 градуса ниже нормы. Похолодание пришлось на фазу активного роста (день года 117): набор биомассы приостановился. Такое угнетение обычно обратимо, но сдвигает развитие на одну-две недели."
AOI-0067,2025-05-31,2025-06-20,21,suppression,-1.8,-1.33,non_weather,0.5,polygon,"Осадков 32 мм при норме 34 мм (95 процентов), температура отличается от нормы на -0.4 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 21 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0068,2010-04-18,2010-07-02,76,suppression,-1.73,-1.24,drought,0.7,polygon,"Осадков за 30 дней выпало 6 мм при норме 29 мм, это 20 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2010-07-26,2010-09-07,44,suppression,-1.19,-0.99,drought,0.85,polygon,"Осадков за 30 дней выпало 2 мм при норме 20 мм, это 10 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 2.8 градуса."
AOI-0068,2012-04-09,2012-06-12,65,suppression,-1.69,-1.25,heat,0.6,polygon,Средняя температура за период выше нормы на 3.1 градуса при достаточном увлажнении. Вероятен температурный стресс.
AOI-0068,2012-08-07,2012-08-14,8,suppression,-1.08,-1.05,drought,0.7,polygon,"Осадков за 30 дней выпало 2 мм при норме 28 мм, это 8 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2012-10-10,2012-10-20,11,suppression,-1.66,-1.49,non_weather,0.35,polygon,"Осадков 21 мм при норме 36 мм (58 процентов), температура отличается от нормы на 2.4 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы, температура отклонена от нормы на 2.4 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0068,2014-08-02,2014-08-09,8,suppression,-1.1,-1.03,drought,0.7,polygon,"Осадков за 30 дней выпало 1 мм при норме 31 мм, это 3 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2014-09-21,2014-10-31,41,suppression,-1.66,-1.32,cold,0.35,polygon,"Температура за период на 2.8 градуса ниже нормы, но это конец сезона (день года 264). Для созревающего посева холод означает ускоренное естественное отмирание, а не угнетение. Отдельного вмешательства обычно не требует."
AOI-0068,2016-05-10,2016-05-15,6,suppression,-1.2,-1.14,non_weather,0.5,polygon,"Осадков 38 мм при норме 38 мм (101 процентов), температура отличается от нормы на -0.9 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 6 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0068,2018-04-30,2018-07-14,76,suppression,-1.61,-1.25,drought,0.7,polygon,"Осадков за 30 дней выпало 8 мм при норме 32 мм, это 26 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2018-08-20,2018-09-15,27,suppression,-1.19,-1.01,drought,0.7,polygon,"Осадков за 30 дней выпало 4 мм при норме 25 мм, это 16 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2018-10-07,2018-10-21,15,suppression,-1.09,-1.0,drought,0.7,polygon,"Осадков за 30 дней выпало 14 мм при норме 36 мм, это 39 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2019-07-04,2019-07-21,18,suppression,-1.63,-0.99,cold,0.35,polygon,"Температура за период на 3.6 градуса ниже нормы, но это конец сезона (день года 185). Для созревающего посева холод означает ускоренное естественное отмирание, а не угнетение. Отдельного вмешательства обычно не требует."
AOI-0068,2020-07-01,2020-08-20,51,critical,-3.77,-1.46,drought,0.7,polygon,"Осадков за 30 дней выпало 7 мм при норме 26 мм, это 27 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2020-09-10,2020-10-29,50,critical,-2.27,-1.53,drought,0.85,polygon,"Осадков за 30 дней выпало 17 мм при норме 39 мм, это 43 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 2.8 градуса."
AOI-0068,2021-04-01,2021-04-06,6,suppression,-1.48,-1.41,cold,0.4,polygon,"Средняя температура за период всего 7.0 градуса. Похолодание пришлось на фазу активного роста (день года 91): набор биомассы приостановился. Такое угнетение обычно обратимо, но сдвигает развитие на одну-две недели."
AOI-0068,2024-05-01,2024-07-07,68,critical,-2.15,-1.52,drought,0.7,polygon,"Осадков за 30 дней выпало 13 мм при норме 28 мм, это 46 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2024-07-30,2024-08-04,6,suppression,-1.14,-1.08,drought,0.7,polygon,"Осадков за 30 дней выпало 11 мм при норме 34 мм, это 34 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2024-08-25,2024-08-31,7,suppression,-1.18,-1.1,drought,0.85,polygon,"Осадков за 30 дней выпало 1 мм при норме 16 мм, это 5 процентов от нормы. Наиболее вероятен дефицит влаги. При этом температура выше нормы на 2.8 градуса."
AOI-0068,2024-09-23,2024-10-29,37,suppression,-1.38,-1.14,drought,0.7,polygon,"Осадков за 30 дней выпало 16 мм при норме 39 мм, это 41 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0068,2025-10-10,2025-10-21,12,suppression,-1.31,-1.03,non_weather,0.5,polygon,"Осадков 37 мм при норме 35 мм (107 процентов), температура отличается от нормы на -0.2 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 12 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0069,2025-04-15,2025-05-07,23,suppression,-1.27,-1.16,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0069,2025-09-02,2025-09-09,8,suppression,-1.62,-1.33,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0070,2025-05-29,2025-06-10,13,suppression,-1.35,-1.19,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0071,2025-05-14,2025-06-13,31,suppression,-1.66,-1.33,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0073,2011-04-01,2011-04-06,6,suppression,-1.83,-1.51,drought,0.7,polygon,"Осадков за 30 дней выпало 1 мм при норме 12 мм, это 5 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0073,2012-06-27,2012-07-16,20,suppression,-1.25,-1.04,non_weather,0.5,polygon,"Осадков 50 мм при норме 53 мм (94 процентов), температура отличается от нормы на -0.0 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 20 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0073,2018-06-17,2018-06-23,7,suppression,-1.22,-1.12,drought,0.7,polygon,"Осадков за 30 дней выпало 11 мм при норме 47 мм, это 24 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0073,2019-04-24,2019-05-17,24,suppression,-1.45,-1.08,non_weather,0.35,polygon,"Осадков 92 мм при норме 48 мм (192 процентов), температура отличается от нормы на 0.4 градуса. Ни один погодный порог не превышен, хотя осадков заметно больше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0073,2020-07-02,2020-10-24,115,critical,-2.15,-1.51,drought,0.7,polygon,"Осадков за 30 дней выпало 8 мм при норме 47 мм, это 18 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0073,2021-04-17,2021-04-21,5,suppression,-1.07,-1.02,non_weather,0.5,polygon,"Осадков 41 мм при норме 40 мм (102 процентов), температура отличается от нормы на -0.5 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 5 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0073,2021-05-21,2021-06-13,24,critical,-2.19,-1.13,excess_water,0.55,polygon,Осадков выпало в 2.1 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0073,2022-05-10,2022-06-14,36,suppression,-1.78,-1.28,non_weather,0.35,polygon,"Осадков 37 мм при норме 49 мм (75 процентов), температура отличается от нормы на -1.7 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -1.7 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0073,2023-06-18,2023-08-19,63,critical,-2.6,-1.43,harvest,0.7,polygon,"Индекс обвалился на 2.0 стандартных отклонения и после этого 63 дней держится на низком уровне. День года 169 попадает в характерное окно уборки для культуры «озимая пшеница» (159-234). Скорее всего, это уборка или скашивание, а не повреждение посева."
AOI-0073,2024-06-20,2024-10-11,114,critical,-2.1,-1.42,drought,0.7,polygon,"Осадков за 30 дней выпало 2 мм при норме 46 мм, это 5 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0073,2025-05-12,2025-06-02,22,suppression,-1.52,-1.24,non_weather,0.35,polygon,"Осадков 39 мм при норме 57 мм (67 процентов), температура отличается от нормы на 0.2 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0074,2010-06-30,2010-07-22,23,suppression,-1.49,-1.32,heat,0.6,polygon,Средняя температура за период выше нормы на 2.8 градуса при достаточном увлажнении. Вероятен температурный стресс.
AOI-0074,2012-06-29,2012-07-04,6,suppression,-1.19,-1.12,non_weather,0.35,polygon,"Осадков 50 мм при норме 45 мм (111 процентов), температура отличается от нормы на -2.3 градуса. Ни один погодный порог не превышен, хотя температура отклонена от нормы на -2.3 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0074,2013-07-12,2013-07-24,13,suppression,-1.39,-1.22,non_weather,0.35,polygon,"Осадков 29 мм при норме 57 мм (51 процентов), температура отличается от нормы на -1.5 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы, температура отклонена от нормы на -1.5 градуса. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0074,2018-06-15,2018-06-24,10,suppression,-1.5,-1.3,drought,0.7,polygon,"Осадков за 30 дней выпало 14 мм при норме 49 мм, это 30 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0074,2019-04-21,2019-04-29,9,suppression,-1.0,-0.88,non_weather,0.5,polygon,"Осадков 61 мм при норме 47 мм (131 процентов), температура отличается от нормы на 1.1 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 9 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0074,2020-06-30,2020-10-23,116,suppression,-1.9,-1.27,drought,0.7,polygon,"Осадков за 30 дней выпало 4 мм при норме 46 мм, это 8 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0074,2021-04-16,2021-06-14,60,critical,-2.12,-1.19,excess_water,0.55,polygon,Осадков выпало в 2.2 раза больше нормы. Возможно переувлажнение и подтопление посевов.
AOI-0074,2022-05-13,2022-06-12,31,critical,-2.08,-1.22,non_weather,0.5,polygon,"Осадков 41 мм при норме 49 мм (83 процентов), температура отличается от нормы на -1.3 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 31 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0074,2023-06-21,2023-07-20,30,suppression,-1.87,-1.38,harvest,0.7,polygon,"Индекс обвалился на 2.4 стандартных отклонения и после этого 30 дней держится на низком уровне. День года 172 попадает в характерное окно уборки для культуры «озимая пшеница» (159-234). Скорее всего, это уборка или скашивание, а не повреждение посева."
AOI-0074,2023-08-01,2023-08-18,18,suppression,-1.3,-1.12,non_weather,0.5,polygon,"Осадков 39 мм при норме 38 мм (102 процентов), температура отличается от нормы на 1.3 градуса — ни засухи, ни жары, ни холода, ни переувлажнения за эти 18 дней не было. Погода отклонение не объясняет: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0074,2023-09-06,2023-09-16,11,suppression,-1.03,-0.93,drought,0.7,polygon,"Осадков за 30 дней выпало 7 мм при норме 31 мм, это 21 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0074,2024-06-20,2024-10-10,113,suppression,-1.79,-1.26,drought,0.7,polygon,"Осадков за 30 дней выпало 3 мм при норме 43 мм, это 7 процентов от нормы. Наиболее вероятен дефицит влаги."
AOI-0074,2025-05-01,2025-06-03,34,suppression,-1.29,-1.01,non_weather,0.35,polygon,"Осадков 37 мм при норме 58 мм (64 процентов), температура отличается от нормы на 0.4 градуса. Ни один погодный порог не превышен, хотя осадков заметно меньше нормы. Погода объясняет просадку лишь отчасти: проверяйте агротехнику, состояние семян, болезни и вредителей."
AOI-0075,2025-04-22,2025-06-08,48,suppression,-1.83,-1.34,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0076,2025-04-02,2025-05-28,57,suppression,-1.83,-1.25,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0077,2025-06-07,2025-06-18,12,suppression,-1.86,-1.38,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0078,2025-07-04,2025-07-18,15,suppression,-1.02,-0.94,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
AOI-0078,2025-08-19,2025-08-28,10,suppression,-1.13,-1.08,unknown,0.14,crop,"Отклонение от нормы устойчивое, но погодных данных на этот период нет, поэтому версию причины проверить не на чем. Нужен осмотр поля. Внимание: у этого поля нет собственной истории наблюдений, норма взята средняя по культуре. Оценка ориентировочная, глубина отклонения может быть завышена или занижена."
